,Math,Science,Literature,History,Art,Computer Science,Economics,Technology,Healthcare,Business,Arts,Education,Engineering,Analytical,Creative,Social
S432,84.0,85.0,63.0,65.0,64.0,78.0,77.0,1.0,4.0,1.0,3.0,5.0,2.0,0.8094882301484917,0.7340954081693476,0.3727901194393648
S433,85.0,86.0,71.0,73.0,83.0,66.0,98.0,5.0,2.0,5.0,3.0,5.0,3.0,0.3333049139502712,0.4295640112003605,0.19361868059898724
S434,64.0,63.0,73.0,70.0,94.0,64.0,94.0,3.0,5.0,5.0,1.0,4.0,4.0,0.05671558602347759,0.6269836820954484,0.7391796876345402
S435,90.0,81.0,74.0,68.0,99.0,77.0,88.0,1.0,3.0,5.0,4.0,2.0,4.0,0.028252115117743837,0.11329991448683585,0.6341047312202422
S436,61.0,68.0,69.0,81.0,87.0,60.0,96.0,1.0,3.0,4.0,3.0,5.0,5.0,0.1782604736452179,0.5379751374122821,0.833531487926408
S437,67.0,92.0,80.0,78.0,90.0,94.0,98.0,4.0,3.0,5.0,1.0,5.0,4.0,0.840794980044266,0.8032267902576191,0.844911434935319
S438,87.0,87.0,88.0,62.0,81.0,67.0,67.0,2.0,2.0,1.0,2.0,1.0,3.0,0.5394306015390923,0.7676512499673901,0.5772239778693088
S439,61.0,68.0,79.0,73.0,84.0,92.0,67.0,2.0,1.0,2.0,5.0,4.0,3.0,0.32280561379724537,0.8136945158515848,0.6676913554626766
S440,62.0,68.0,92.0,67.0,75.0,82.0,80.0,1.0,2.0,1.0,4.0,4.0,4.0,0.1635877041059285,0.1759708364844892,0.1739022705340184
S441,83.0,76.0,84.0,62.0,77.0,76.0,71.0,1.0,5.0,1.0,2.0,5.0,1.0,0.47017079390452043,0.5664169651327966,0.06773033441925069
S442,81.0,85.0,97.0,60.0,95.0,87.0,63.0,1.0,3.0,2.0,3.0,3.0,2.0,0.6429262145801016,0.9382139869915487,0.4101864289699517
S443,81.0,74.0,93.0,95.0,69.0,88.0,99.0,1.0,5.0,2.0,1.0,5.0,4.0,0.8162431534408799,0.3869642452330758,0.6075155972769954
S444,60.0,62.0,96.0,83.0,95.0,60.0,66.0,4.0,5.0,4.0,3.0,5.0,2.0,0.8154043078752774,0.8612127788875634,0.6895643437405141
S445,68.0,86.0,87.0,65.0,63.0,93.0,80.0,5.0,1.0,1.0,5.0,4.0,1.0,0.7345677805241998,0.5107468775524492,0.2527931333251451
S446,91.0,99.0,90.0,68.0,86.0,71.0,87.0,4.0,5.0,1.0,3.0,5.0,1.0,0.12280557970947537,0.595136115608454,0.4834657498457521
S447,67.0,86.0,72.0,84.0,96.0,88.0,63.0,5.0,1.0,1.0,5.0,3.0,3.0,0.49148294423320804,0.11400368228089952,0.8199154885285832
S448,74.0,65.0,94.0,90.0,76.0,80.0,78.0,4.0,5.0,2.0,2.0,4.0,2.0,0.8924920935794454,0.00236693377652597,0.8425347566297582
S449,96.0,88.0,80.0,83.0,61.0,89.0,87.0,1.0,3.0,2.0,2.0,2.0,5.0,0.15339497549449588,0.9849986546725,0.9830242136232982
S450,93.0,74.0,68.0,69.0,62.0,72.0,63.0,2.0,4.0,1.0,3.0,4.0,5.0,0.42302351299085206,0.7677426904964945,0.07010947981875726
S451,98.0,73.0,70.0,89.0,85.0,69.0,72.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3044506273210815,0.023860671230134356,0.3249529881875811
S452,94.0,97.0,97.0,72.0,67.0,75.0,70.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7189370076915178,0.46226325832192816,0.09405507816710423
S453,95.0,73.0,63.0,94.0,74.0,86.0,60.0,2.0,4.0,5.0,3.0,4.0,1.0,0.2827923631969439,0.16782511793562305,0.3241691575047454
S454,85.0,86.0,61.0,64.0,73.0,79.0,61.0,3.0,1.0,3.0,5.0,5.0,2.0,0.31410933728138346,0.4570157496246081,0.26712800257597846
S455,79.0,89.0,69.0,71.0,68.0,69.0,77.0,3.0,5.0,5.0,4.0,1.0,1.0,0.4862269417834689,0.30523196407191333,0.6856375794539088
S456,74.0,71.0,67.0,94.0,92.0,67.0,92.0,2.0,4.0,1.0,4.0,2.0,5.0,0.8748890415597627,0.8551366849035275,0.8527094162106321
S457,88.0,77.0,97.0,96.0,63.0,92.0,68.0,2.0,3.0,3.0,1.0,3.0,1.0,0.7704071462468555,0.6622519160202052,0.656689844035136
S458,73.0,96.0,97.0,97.0,72.0,73.0,92.0,2.0,1.0,3.0,1.0,1.0,1.0,0.9188452137204249,0.5942551799201675,0.3351781792479879
S459,69.0,91.0,90.0,99.0,89.0,61.0,97.0,2.0,2.0,1.0,4.0,2.0,2.0,0.13171436401608938,0.6406077423915396,0.315286732062243
S460,94.0,95.0,76.0,63.0,76.0,99.0,94.0,4.0,3.0,3.0,5.0,1.0,5.0,0.3377784172899272,0.18356962777090613,0.7479403719221278
S461,96.0,71.0,93.0,85.0,94.0,82.0,67.0,4.0,4.0,1.0,2.0,3.0,4.0,0.14515741050874797,0.23510762108717598,0.9758085329473088
S462,66.0,80.0,76.0,87.0,94.0,71.0,69.0,3.0,1.0,2.0,5.0,4.0,4.0,0.7066843632180293,0.17072887767820355,0.4475810852813231
S463,77.0,71.0,95.0,65.0,96.0,93.0,74.0,3.0,2.0,3.0,2.0,3.0,2.0,0.541398091629863,0.4034587352572878,0.8066450377149723
S464,63.0,79.0,88.0,67.0,76.0,76.0,67.0,4.0,2.0,3.0,3.0,1.0,2.0,0.209738302391544,0.3763107560535536,0.1449943555009089
S465,99.0,84.0,77.0,97.0,64.0,63.0,79.0,5.0,2.0,3.0,5.0,2.0,1.0,0.9880659116899518,0.9025857085462304,0.18333414422629013
S466,99.0,81.0,78.0,69.0,87.0,97.0,64.0,4.0,2.0,5.0,3.0,2.0,3.0,0.7683115128369846,0.8693296869505434,0.5288672317196796
S467,73.0,75.0,74.0,81.0,93.0,78.0,79.0,3.0,2.0,4.0,2.0,4.0,3.0,0.9844586905078063,0.19631362436152866,0.5374587688939491
S468,82.0,82.0,83.0,99.0,87.0,93.0,60.0,3.0,4.0,5.0,4.0,2.0,2.0,0.8830571048989154,0.6918090532885527,0.4592705709183579
S469,60.0,85.0,60.0,88.0,80.0,86.0,61.0,3.0,5.0,4.0,2.0,3.0,2.0,0.03191443379856451,0.06930607108984665,0.7899278483733676
S470,82.0,78.0,81.0,92.0,65.0,96.0,89.0,5.0,3.0,1.0,2.0,5.0,4.0,0.7968780996008757,0.06501136040165445,0.2034839859665204
S471,93.0,63.0,66.0,77.0,80.0,97.0,89.0,3.0,1.0,4.0,5.0,5.0,4.0,0.8622919245672335,0.7184598026019636,0.1506173594017325
S472,90.0,87.0,98.0,99.0,74.0,92.0,90.0,5.0,4.0,1.0,5.0,4.0,3.0,0.7680487777430128,0.517428838329308,0.6325203121694721
S473,78.0,70.0,61.0,79.0,83.0,88.0,92.0,3.0,4.0,5.0,1.0,4.0,4.0,0.702655566162912,0.7174965504706557,0.5067388231592931
S474,69.0,67.0,85.0,78.0,85.0,67.0,80.0,1.0,2.0,2.0,2.0,1.0,4.0,0.32533644657241,0.018911147793713834,0.048047600487587716
S475,95.0,96.0,69.0,82.0,76.0,65.0,91.0,2.0,3.0,2.0,3.0,2.0,4.0,0.2684796991605055,0.10182066724711625,0.35320570625421466
S476,87.0,85.0,82.0,72.0,75.0,85.0,64.0,4.0,3.0,2.0,1.0,3.0,5.0,0.39775267642367396,0.2738606302221689,0.9112222437898327
S477,70.0,89.0,86.0,81.0,69.0,99.0,77.0,4.0,3.0,5.0,1.0,4.0,5.0,0.8845982071628501,0.25891190568474487,0.9346794218193507
S478,69.0,80.0,63.0,98.0,78.0,82.0,89.0,2.0,2.0,2.0,2.0,3.0,5.0,0.10469084184707811,0.48197265813297185,0.8676049306643663
S479,88.0,81.0,89.0,60.0,62.0,98.0,88.0,1.0,1.0,5.0,4.0,5.0,5.0,0.8950576362783239,0.27382620815296443,0.6287472990465979
S480,97.0,84.0,82.0,66.0,95.0,69.0,83.0,4.0,3.0,2.0,5.0,4.0,5.0,0.9219063230783937,0.4037276641260734,0.6989470135992143
S481,91.0,82.0,76.0,98.0,90.0,68.0,85.0,2.0,2.0,4.0,1.0,5.0,4.0,0.1604774067921737,0.11135469152717214,0.41652557889157493
S482,66.0,82.0,68.0,71.0,85.0,73.0,72.0,1.0,5.0,5.0,4.0,3.0,1.0,0.17381551126993766,0.15599395901083357,0.7041119923197845
S483,85.0,68.0,99.0,67.0,77.0,77.0,91.0,3.0,1.0,4.0,1.0,3.0,5.0,0.7135765600102079,0.3522787770491619,0.6478086790888883
S484,96.0,80.0,67.0,80.0,93.0,95.0,87.0,2.0,2.0,4.0,2.0,5.0,5.0,0.06638504339371354,0.49264642534037983,0.6725152632031864
S485,99.0,95.0,93.0,65.0,74.0,72.0,84.0,2.0,4.0,5.0,3.0,2.0,2.0,0.09535609355965713,0.6433232231215522,0.30021902438272074
S486,80.0,60.0,83.0,98.0,76.0,64.0,72.0,5.0,3.0,1.0,3.0,3.0,5.0,0.8285854647823437,0.5430398285546131,0.7273435238789328
S487,68.0,91.0,82.0,83.0,99.0,84.0,66.0,4.0,3.0,3.0,3.0,3.0,4.0,0.3174770807728706,0.4006396688870113,0.09232361003846401
S488,87.0,85.0,64.0,77.0,70.0,84.0,73.0,1.0,3.0,3.0,3.0,5.0,3.0,0.6380008362088908,0.3284149199387376,0.5513722602430723
S489,98.0,81.0,66.0,61.0,90.0,66.0,73.0,4.0,5.0,1.0,1.0,1.0,3.0,0.6608192341382159,0.9063627530970402,0.8743862363133466
S490,83.0,99.0,92.0,64.0,75.0,98.0,71.0,4.0,4.0,5.0,2.0,2.0,5.0,0.8523813338017416,0.879929217812777,0.6750686630646318
S491,68.0,60.0,86.0,82.0,60.0,79.0,73.0,5.0,4.0,3.0,2.0,3.0,5.0,0.7604541383435601,0.04535110069910808,0.38488759788818905
S492,94.0,61.0,95.0,99.0,91.0,67.0,80.0,2.0,5.0,4.0,3.0,2.0,4.0,0.8626006524408735,0.2324629079812809,0.47174309711250206
S493,64.0,81.0,76.0,94.0,74.0,79.0,85.0,5.0,5.0,1.0,3.0,5.0,4.0,0.17833112576746213,0.6810516525728125,0.40268033302233164
S494,97.0,92.0,90.0,77.0,76.0,74.0,79.0,5.0,5.0,5.0,5.0,5.0,1.0,0.6723312415318313,0.9567308835082815,0.6936582161340675
S495,74.0,80.0,94.0,67.0,81.0,62.0,91.0,5.0,5.0,5.0,1.0,3.0,3.0,0.9377194789619273,0.040579494428083285,0.8072761004068618
S496,91.0,83.0,63.0,67.0,72.0,81.0,67.0,4.0,1.0,1.0,4.0,5.0,5.0,0.35449200552060234,0.6731097956945903,0.5976779264242507
S497,63.0,70.0,63.0,92.0,87.0,83.0,97.0,3.0,5.0,4.0,4.0,4.0,4.0,0.8546816138696279,0.26259041322441223,0.33211576354082906
S498,94.0,72.0,99.0,93.0,81.0,76.0,95.0,5.0,2.0,5.0,2.0,3.0,5.0,0.21923528426826078,0.5279312555663851,0.35946882048601136
S499,69.0,98.0,64.0,98.0,99.0,80.0,62.0,4.0,1.0,3.0,5.0,3.0,3.0,0.43921708049061237,0.6526640540238352,0.6026540058438786
S500,93.0,72.0,96.0,84.0,83.0,86.0,90.0,2.0,5.0,4.0,2.0,2.0,5.0,0.18826615786029233,0.49873217028419436,0.4249644821408003
S501,78.0,75.0,91.0,94.0,67.0,84.0,98.0,2.0,5.0,4.0,3.0,2.0,5.0,0.5531022060433208,0.555050309115668,0.988163420717821
S502,62.0,84.0,98.0,70.0,82.0,81.0,75.0,5.0,3.0,1.0,1.0,2.0,3.0,0.7463383970132326,0.28031499286543726,0.20592327558537016
S503,75.0,88.0,98.0,86.0,70.0,85.0,92.0,4.0,2.0,4.0,2.0,5.0,2.0,0.07322011898661196,0.46529733785705196,0.5579143665105069
S504,88.0,63.0,95.0,73.0,99.0,95.0,77.0,5.0,4.0,3.0,5.0,5.0,5.0,0.5701389832583696,0.7977169729060524,0.7740927578928787
S505,74.0,67.0,65.0,81.0,79.0,65.0,60.0,5.0,5.0,3.0,2.0,5.0,4.0,0.6691293490620109,0.849293692935496,0.6884235010998381
S506,82.0,81.0,95.0,93.0,74.0,90.0,92.0,5.0,3.0,1.0,1.0,4.0,1.0,0.9139094199613467,0.155804086810858,0.606632649379239
S507,72.0,64.0,64.0,97.0,72.0,94.0,80.0,1.0,5.0,1.0,3.0,1.0,2.0,0.37702883306198787,0.4342632254906488,0.6462005086040151
S508,68.0,90.0,94.0,84.0,93.0,68.0,71.0,1.0,1.0,1.0,5.0,1.0,4.0,0.16003280437743284,0.373569258112035,0.7849592684301029
S509,99.0,91.0,88.0,99.0,60.0,68.0,73.0,2.0,5.0,1.0,4.0,3.0,1.0,0.09004917325880835,0.2986594692866593,0.07729800772126272
S510,98.0,78.0,74.0,97.0,96.0,61.0,75.0,1.0,2.0,3.0,1.0,4.0,1.0,0.3298567732716352,0.8946955467780493,0.9926637355447404
S511,87.0,65.0,64.0,64.0,64.0,73.0,91.0,2.0,3.0,3.0,4.0,5.0,4.0,0.13692404964636007,0.6238453426369216,0.8417118277153655
S512,75.0,86.0,80.0,99.0,76.0,96.0,69.0,4.0,1.0,4.0,3.0,4.0,1.0,0.7731289275318486,0.41111401766565825,0.7902521390442931
S513,87.0,68.0,71.0,85.0,65.0,94.0,67.0,3.0,5.0,2.0,3.0,1.0,1.0,0.9156020287800569,0.7439778885815026,0.4576177014922198
S514,97.0,73.0,94.0,69.0,66.0,91.0,84.0,2.0,3.0,4.0,3.0,2.0,4.0,0.28540745275691304,0.808666976664017,0.555334014159549
S515,94.0,69.0,66.0,91.0,71.0,89.0,76.0,5.0,5.0,5.0,4.0,1.0,3.0,0.1640309937238319,0.4095809322255919,0.5220451113421333
S516,83.0,83.0,69.0,93.0,70.0,63.0,89.0,3.0,3.0,1.0,5.0,1.0,5.0,0.3364202187733367,0.3091769077930622,0.5076896549230921
S517,70.0,83.0,91.0,97.0,79.0,87.0,90.0,4.0,5.0,3.0,2.0,2.0,1.0,0.6331231044625615,0.7153645767099658,0.8334628085523681
S518,77.0,95.0,60.0,76.0,82.0,95.0,61.0,2.0,3.0,3.0,3.0,2.0,2.0,0.842423714563694,0.4224113557484461,0.7755809560502342
S519,66.0,66.0,94.0,91.0,75.0,64.0,66.0,2.0,3.0,2.0,4.0,2.0,1.0,0.8322123828089228,0.19454685799528793,0.2631225704061587
S520,78.0,69.0,70.0,67.0,90.0,93.0,95.0,4.0,5.0,2.0,4.0,3.0,2.0,0.6877648159796871,0.8865038501457141,0.384281022600402
S521,75.0,78.0,94.0,86.0,66.0,90.0,92.0,4.0,3.0,4.0,2.0,3.0,4.0,0.8716702235655797,0.5284460367038566,0.44834124244705376
S522,86.0,98.0,77.0,63.0,74.0,87.0,79.0,5.0,2.0,5.0,1.0,3.0,3.0,0.7886866318926606,0.8308916051345333,0.8569689627679757
S523,76.0,78.0,94.0,77.0,67.0,66.0,71.0,2.0,1.0,5.0,3.0,5.0,1.0,0.9583202415369386,0.6106608537855,0.41145938260692516
S524,84.0,96.0,61.0,70.0,96.0,82.0,94.0,1.0,5.0,5.0,2.0,5.0,1.0,0.5522315773256188,0.09117680512326576,0.043216906885580664
S525,82.0,64.0,89.0,79.0,96.0,64.0,61.0,5.0,1.0,5.0,4.0,2.0,1.0,0.3371048834684991,0.3197647267603486,0.28831302011473814
S526,91.0,82.0,71.0,69.0,70.0,84.0,72.0,3.0,5.0,2.0,3.0,4.0,4.0,0.9719382500265711,0.888889689876313,0.35619456332210253
S527,93.0,88.0,71.0,98.0,75.0,66.0,75.0,3.0,2.0,5.0,1.0,4.0,2.0,0.5978983425996833,0.12584074535907197,0.6373152493731987
S528,87.0,69.0,96.0,95.0,99.0,84.0,82.0,5.0,1.0,4.0,1.0,2.0,3.0,0.18598597100478098,0.23664925128435899,0.6221313569331178
S529,75.0,84.0,80.0,99.0,90.0,90.0,70.0,1.0,4.0,2.0,2.0,1.0,2.0,0.8879253461055906,0.8398440673512763,0.9334037243725681
S530,99.0,91.0,99.0,71.0,85.0,79.0,83.0,3.0,4.0,1.0,2.0,5.0,3.0,0.39553210347023027,0.3404991824780851,0.37033052210412176
S531,79.0,75.0,93.0,96.0,78.0,72.0,87.0,3.0,2.0,4.0,1.0,3.0,3.0,0.44663845009816927,0.7486097307021068,0.8608007081691106
S532,77.0,86.0,92.0,75.0,67.0,69.0,89.0,3.0,4.0,3.0,2.0,4.0,4.0,0.592041921708119,0.6633433001614389,0.41525824468494343
S533,70.0,82.0,91.0,92.0,68.0,70.0,77.0,1.0,5.0,5.0,3.0,5.0,1.0,0.030413336038566996,0.08370031690316848,0.5516476063346423
S534,64.0,73.0,91.0,85.0,90.0,75.0,89.0,1.0,4.0,5.0,3.0,4.0,2.0,0.8078226646548334,0.5812798562001489,0.05528603470139115
S535,64.0,72.0,69.0,81.0,87.0,64.0,71.0,3.0,5.0,3.0,3.0,3.0,1.0,0.24678799497443749,0.8462203414101233,0.14099860725227842
S536,85.0,93.0,63.0,81.0,61.0,70.0,73.0,1.0,4.0,4.0,1.0,5.0,4.0,0.806550607355676,0.6256749061308233,0.7363391382513608
S537,91.0,60.0,75.0,84.0,77.0,62.0,94.0,5.0,3.0,3.0,5.0,3.0,3.0,0.5404355119827123,0.8303744038636437,0.43458068124371885
S538,75.0,94.0,97.0,77.0,80.0,87.0,70.0,3.0,2.0,5.0,1.0,2.0,4.0,0.9019193291918316,0.8169649942416569,0.7482662755472906
S539,96.0,90.0,69.0,74.0,63.0,76.0,99.0,1.0,5.0,3.0,1.0,3.0,4.0,0.7574041562558339,0.4458347086580381,0.7254989848756517
S540,86.0,65.0,70.0,75.0,84.0,78.0,78.0,1.0,5.0,1.0,3.0,2.0,1.0,0.8657287103394873,0.8517292813601768,0.3809460329064177
S541,80.0,87.0,73.0,74.0,88.0,99.0,75.0,5.0,4.0,4.0,5.0,3.0,5.0,0.5411598250610061,0.2074829709401691,0.5789700431455702
S542,92.0,97.0,62.0,60.0,62.0,69.0,68.0,4.0,4.0,1.0,3.0,1.0,5.0,0.6520001568121393,0.7755508667118124,0.34110039676479753
S543,94.0,77.0,77.0,78.0,73.0,80.0,92.0,1.0,1.0,5.0,1.0,5.0,3.0,0.4836056040366348,0.4927346779838223,0.7833291816041725
S544,63.0,72.0,86.0,82.0,87.0,74.0,77.0,2.0,4.0,1.0,5.0,5.0,3.0,0.9886895890333225,0.9482785892125974,0.19106873066921415
S545,72.0,86.0,63.0,99.0,88.0,73.0,70.0,1.0,2.0,2.0,3.0,5.0,2.0,0.9873657176770911,0.8291153361541527,0.11987857134643298
S546,71.0,60.0,89.0,79.0,77.0,89.0,73.0,2.0,4.0,1.0,2.0,5.0,5.0,0.6062458816352994,0.24373567585416656,0.40195411272870196
S547,75.0,87.0,95.0,82.0,98.0,69.0,75.0,4.0,2.0,4.0,2.0,3.0,5.0,0.19704985390626095,0.7453866009503592,0.08816571090474778
S548,72.0,78.0,85.0,69.0,83.0,79.0,94.0,4.0,4.0,1.0,4.0,3.0,3.0,0.7177222461644592,0.1968027613014568,0.4460721153074585
S549,92.0,92.0,96.0,97.0,64.0,82.0,94.0,5.0,3.0,4.0,1.0,5.0,3.0,0.578761539000249,0.879294962861906,0.2544521326448158
S550,73.0,65.0,85.0,84.0,81.0,65.0,95.0,4.0,3.0,5.0,1.0,4.0,1.0,0.6848646006680028,0.03808415833196177,0.022635927026156688
S551,66.0,89.0,78.0,78.0,67.0,86.0,73.0,4.0,1.0,1.0,4.0,5.0,4.0,0.5942685715977633,0.4942442922814393,0.4027764779689347
S552,88.0,71.0,92.0,75.0,88.0,92.0,98.0,3.0,1.0,3.0,4.0,2.0,1.0,0.6001340849744216,0.07799387191966867,0.4857717447059746
S553,83.0,65.0,90.0,89.0,79.0,77.0,93.0,5.0,2.0,1.0,1.0,4.0,4.0,0.3371110301735665,0.6591017840952038,0.44089635007669936
S554,93.0,62.0,78.0,70.0,61.0,82.0,71.0,2.0,5.0,1.0,1.0,5.0,3.0,0.30173616151752936,0.8671463567616423,0.7563514329695574
S555,85.0,83.0,79.0,87.0,71.0,64.0,70.0,3.0,4.0,2.0,4.0,3.0,1.0,0.369836630476823,0.6045982495984211,0.019350390892524327
S556,91.0,84.0,93.0,76.0,69.0,85.0,65.0,4.0,1.0,4.0,4.0,1.0,2.0,0.4193475713320689,0.7538181740056131,0.774367585401301
S557,66.0,63.0,76.0,64.0,60.0,71.0,74.0,4.0,3.0,3.0,4.0,4.0,5.0,0.5555297336314484,0.8525853052570027,0.08541151558789895
S558,63.0,98.0,93.0,90.0,79.0,91.0,71.0,1.0,4.0,5.0,4.0,4.0,1.0,0.10874910880551314,0.10638194312572968,0.3379004203843514
S559,61.0,94.0,93.0,67.0,92.0,67.0,94.0,2.0,2.0,2.0,1.0,2.0,4.0,0.2543905715254505,0.43743421908372304,0.8062132654332964
S560,88.0,98.0,88.0,87.0,92.0,75.0,61.0,2.0,1.0,3.0,1.0,5.0,2.0,0.4545101701591533,0.8016579259894955,0.2883634199271212
S561,94.0,65.0,87.0,90.0,66.0,80.0,74.0,5.0,2.0,2.0,2.0,2.0,5.0,0.7381113763730719,0.5384903843790584,0.05840730203699984
S562,95.0,99.0,91.0,93.0,79.0,77.0,79.0,5.0,4.0,4.0,2.0,2.0,3.0,0.16147630759186105,0.12107023044110043,0.3413211384430813
S563,73.0,75.0,70.0,90.0,66.0,93.0,76.0,3.0,3.0,4.0,4.0,4.0,3.0,0.202458710538017,0.49790188023679327,0.29609949010701
S564,94.0,77.0,65.0,83.0,69.0,61.0,89.0,1.0,1.0,2.0,5.0,2.0,5.0,0.16458817285770588,0.48638001064543546,0.956995595263752
S565,83.0,81.0,75.0,67.0,89.0,91.0,73.0,3.0,3.0,5.0,1.0,1.0,2.0,0.9723227904096227,0.5232591861643476,0.4384410335679626
S566,93.0,74.0,65.0,96.0,89.0,75.0,78.0,1.0,1.0,4.0,5.0,1.0,5.0,0.6932945270464246,0.29126474496031196,0.8120584499856406
S567,83.0,75.0,71.0,88.0,73.0,89.0,86.0,5.0,5.0,4.0,2.0,5.0,3.0,0.22709023211916046,0.7827481988968148,0.5200808750931404
S568,80.0,87.0,77.0,79.0,69.0,68.0,79.0,3.0,3.0,2.0,4.0,5.0,2.0,0.15029952268685864,0.10316430760441553,0.528059253143958
S569,93.0,82.0,97.0,85.0,94.0,99.0,99.0,3.0,4.0,3.0,4.0,5.0,5.0,0.4028103520320343,0.5803305218153427,0.5089399487056135
S570,71.0,81.0,88.0,61.0,61.0,89.0,63.0,1.0,3.0,3.0,5.0,3.0,5.0,0.9605124473543067,0.3203925947112304,0.44909917407846767
S571,94.0,70.0,61.0,83.0,83.0,72.0,78.0,1.0,5.0,3.0,4.0,3.0,5.0,0.11776972723856138,0.5483064675536488,0.9200575733150527
S572,71.0,88.0,88.0,66.0,98.0,92.0,82.0,1.0,3.0,1.0,2.0,1.0,2.0,0.871148505711705,0.7220551929609029,0.7243317117177074
S573,61.0,80.0,73.0,74.0,65.0,93.0,63.0,3.0,4.0,1.0,4.0,5.0,4.0,0.0520673189468972,0.7378414267968719,0.6649790297741796
S574,65.0,91.0,73.0,61.0,99.0,80.0,64.0,4.0,1.0,1.0,4.0,1.0,3.0,0.6870641439738809,0.727860874448206,0.10527550053637236
S575,75.0,75.0,86.0,61.0,93.0,98.0,94.0,1.0,5.0,1.0,3.0,4.0,1.0,0.20887830938364704,0.7926974063007081,0.9981075616752886
S576,78.0,99.0,71.0,76.0,62.0,91.0,65.0,3.0,4.0,4.0,3.0,4.0,1.0,0.6045917314131346,0.7658184723318001,0.8707305354381913
S577,86.0,98.0,68.0,91.0,71.0,62.0,97.0,1.0,2.0,1.0,4.0,2.0,4.0,0.5876225763213964,0.7041369348490182,0.5469191896925759
S578,83.0,67.0,75.0,62.0,83.0,92.0,71.0,1.0,5.0,2.0,2.0,1.0,1.0,0.1798687934126395,0.7137601404173692,0.6902422348787337
S579,71.0,79.0,73.0,83.0,73.0,62.0,90.0,5.0,5.0,1.0,1.0,5.0,2.0,0.08312559398740682,0.34210130004369455,0.4429140929277422
S580,87.0,77.0,68.0,94.0,80.0,70.0,69.0,4.0,3.0,1.0,3.0,1.0,2.0,0.9039324092953943,0.5126845711528694,0.2348896816139674
S581,99.0,68.0,64.0,69.0,96.0,82.0,75.0,1.0,4.0,4.0,3.0,5.0,3.0,0.3938984833736132,0.5972469913375935,0.38935879371654414
S582,97.0,92.0,72.0,99.0,97.0,67.0,87.0,5.0,4.0,4.0,5.0,4.0,2.0,0.48462199360474956,0.08022674844694966,0.9330082005258402
S583,69.0,96.0,89.0,73.0,67.0,95.0,88.0,1.0,3.0,3.0,1.0,1.0,2.0,0.21897339047966236,0.03653226568496004,0.7129691880564907
S584,92.0,63.0,60.0,99.0,92.0,94.0,60.0,4.0,3.0,3.0,4.0,2.0,1.0,0.9006621210648548,0.7396588109684407,0.6238511049800186
S585,98.0,83.0,98.0,91.0,60.0,76.0,92.0,5.0,1.0,5.0,1.0,3.0,5.0,0.47257964999280966,0.9037336252245324,0.012188839416292896
S586,62.0,62.0,65.0,81.0,88.0,81.0,66.0,1.0,4.0,1.0,5.0,5.0,3.0,0.6605940780835073,0.019202027259669907,0.004670843997630958
S587,67.0,67.0,96.0,67.0,65.0,98.0,88.0,2.0,4.0,1.0,4.0,5.0,3.0,0.8329039446940156,0.02742842548115254,0.44257965158030854
S588,91.0,77.0,93.0,67.0,97.0,66.0,81.0,2.0,2.0,5.0,2.0,2.0,5.0,0.972862378396392,0.19756361926018495,0.7864130057924074
S589,64.0,66.0,76.0,77.0,61.0,76.0,77.0,4.0,1.0,3.0,3.0,5.0,2.0,0.672017961722079,0.5359207703203414,0.5129395684984255
S590,99.0,77.0,66.0,67.0,73.0,60.0,88.0,2.0,3.0,1.0,4.0,3.0,2.0,0.10409703209789722,0.018611836236499313,0.15190430076480654
S591,63.0,79.0,69.0,87.0,78.0,74.0,90.0,5.0,1.0,2.0,5.0,2.0,5.0,0.34696100117644635,0.17928125779157755,0.020690006403582206
S592,81.0,93.0,60.0,91.0,73.0,74.0,83.0,5.0,1.0,5.0,4.0,2.0,4.0,0.9475739090407055,0.07360494050666866,0.8647683917138879
S593,96.0,61.0,81.0,65.0,63.0,64.0,68.0,3.0,1.0,2.0,3.0,4.0,2.0,0.6856556519458236,0.27099597456204816,0.7144577006024633
S594,86.0,60.0,62.0,74.0,94.0,61.0,90.0,3.0,5.0,2.0,2.0,1.0,1.0,0.33747147925710863,0.8537782851850748,0.2900404567067214
S595,66.0,61.0,81.0,79.0,75.0,82.0,68.0,1.0,4.0,3.0,4.0,3.0,2.0,0.5467390888779367,0.17556269352015397,0.8833649272262062
S596,62.0,80.0,76.0,96.0,61.0,81.0,85.0,5.0,3.0,4.0,3.0,4.0,2.0,0.10033431392895253,0.8090169769286423,0.9173706435940442
S597,91.0,98.0,65.0,93.0,78.0,89.0,62.0,1.0,2.0,3.0,1.0,3.0,1.0,0.8014045049426897,0.3847677494898636,0.004983903053666916
S598,67.0,61.0,76.0,87.0,99.0,95.0,91.0,1.0,3.0,2.0,3.0,3.0,1.0,0.7335136752720894,0.41063039114085487,0.24265229749891604
S599,89.0,91.0,70.0,71.0,77.0,94.0,93.0,3.0,4.0,1.0,5.0,4.0,3.0,0.008777892463197379,0.9338195999518992,0.8000605361427954
S600,71.0,85.0,78.0,95.0,71.0,90.0,89.0,4.0,5.0,4.0,5.0,3.0,2.0,0.6437006917028105,0.05752239601247089,0.7703603882851521
S601,67.0,64.0,79.0,82.0,60.0,80.0,99.0,1.0,1.0,3.0,4.0,5.0,2.0,0.5309323386474126,0.28873780025231144,0.22085010194713495
